pedido_id,cliente_id,producto_id,fecha_pedido,cantidad,monto_total
164,86,3,2023-12-02,10,214.28
165,24,9,2024-06-07,10,314.25
166,74,10,2024-06-25,9,442.46
167,23,7,2024-01-09,3,210.67
168,78,10,2023-09-19,1,159.09
169,62,8,2024-01-20,9,75.13
170,11,2,2023-10-05,5,459.64
171,3,8,2023-12-03,5,305.44
172,97,4,2023-11-16,4,10.8
173,71,3,2024-01-31,2,480.89
174,94,7,2023-09-14,10,259.67
175,2,1,2023-10-29,5,309.36
176,68,4,2023-09-12,4,326.13
177,4,9,2024-06-23,1,373.72
178,83,8,2023-12-10,10,137.77
179,79,5,2024-02-24,2,449.23
180,91,6,2024-03-31,1,483.14
181,30,2,2023-11-15,2,54.15
182,86,8,2023-07-15,5,77.37
183,100,2,2024-03-02,10,7.19
184,41,4,2023-09-17,6,486.15
185,14,5,2023-10-20,2,472.28
186,18,8,2024-06-17,2,78.15
187,83,8,2023-10-17,8,71.55
188,9,8,2023-10-18,1,108.25
189,91,7,2024-06-19,10,364.75
190,29,7,2024-06-04,4,219.41
191,55,4,2024-02-14,2,344.63
192,56,8,2024-02-25,2,312.5
193,73,5,2024-05-31,5,43.9
194,6,10,2024-04-16,9,468.77
195,69,4,2023-12-18,2,196.99
196,41,4,2023-08-03,2,11.88
197,2,8,2024-06-20,8,357.72
198,22,8,2023-11-18,3,33.65
199,71,8,2023-08-23,9,97.73
200,82,1,2024-06-19,2,450.31
201,20,6,2023-08-29,1,362.9
202,63,1,2024-02-20,4,213.88
203,36,1,2023-10-22,5,41.66
204,82,3,2024-01-06,6,109.2
205,65,7,2023-07-21,1,490.91
206,93,6,2024-06-24,5,348.31
207,99,9,2023-07-03,3,348.76
208,72,1,2023-10-07,9,335.97
209,11,1,2024-03-26,8,73.47
210,10,3,2024-02-23,1,129.44
211,86,4,2023-10-02,3,293.7
212,60,5,2023-07-10,7,393.0
213,61,7,2024-05-23,2,379.5
214,38,2,2024-06-09,6,310.7
215,52,6,2023-07-09,7,472.53
216,13,2,2023-09-11,1,84.55
217,72,7,2024-06-03,2,77.81
218,58,8,2024-06-12,9,232.58
219,72,6,2023-11-27,5,94.48
220,68,5,2024-05-05,5,323.54
221,98,8,2024-06-24,3,404.82
222,34,7,2024-03-12,5,345.67
223,66,8,2024-04-14,10,87.82
224,90,7,2023-09-19,10,282.23
225,7,10,2023-09-06,2,389.3
226,22,4,2023-12-04,3,12.27
227,19,4,2023-08-15,4,461.58
228,99,9,2023-08-12,5,17.71
229,35,9,2024-04-28,1,122.38
230,35,4,2023-10-21,7,477.89
231,48,8,2023-10-10,1,118.37
232,63,5,2023-09-18,9,477.01
233,65,7,2023-11-14,9,194.14
234,63,9,2024-06-10,3,50.82
235,18,2,2023-10-08,10,206.99
236,12,3,2024-06-08,3,466.67
237,9,7,2024-03-25,8,399.06
238,73,1,2023-12-08,8,448.33
239,18,5,2024-06-14,7,219.17
240,35,6,2023-12-05,7,349.82
241,13,4,2024-05-16,8,363.24
242,55,7,2023-09-12,5,177.73
243,10,5,2023-10-15,7,481.38
244,17,7,2023-10-25,5,447.86
245,68,4,2023-09-19,3,482.11
246,47,4,2024-02-23,9,28.04
247,76,4,2024-01-21,1,282.3
248,56,6,2023-10-29,7,105.81
249,3,5,2024-05-14,4,272.67
250,33,8,2024-06-18,8,21.15
251,74,10,2023-07-13,10,495.6
252,32,8,2024-03-06,10,153.2
253,5,1,2023-10-04,6,356.53
254,80,9,2024-03-08,10,63.53
255,65,10,2024-01-20,2,86.89
256,21,4,2024-03-03,6,376.53
257,26,3,2023-10-03,1,378.4
258,93,9,2023-08-30,5,5.62
259,91,1,2023-07-13,7,495.32
260,28,2,2024-02-02,10,95.23
261,40,8,2023-08-14,6,183.62
262,74,7,2023-10-04,8,268.38
263,94,2,2024-01-05,9,186.76
264,94,7,2023-09-04,8,123.59
265,39,3,2024-01-25,10,303.34
266,67,1,2024-01-16,7,134.14
267,93,2,2024-03-07,7,190.65
268,48,3,2024-01-26,1,215.49
269,55,7,2024-02-21,3,146.68
270,62,8,2023-12-08,9,341.01
271,79,3,2023-11-27,1,359.0
272,45,1,2024-03-25,9,309.48
273,91,6,2023-08-05,9,273.5
274,22,10,2023-11-28,4,413.88
275,10,8,2024-05-16,8,137.96
276,92,1,2023-07-23,9,232.39
277,48,2,2023-12-28,10,142.04
278,3,8,2023-10-30,4,417.66
279,28,2,2023-11-16,2,399.59
280,34,9,2023-08-11,1,471.87
281,30,2,2023-07-11,7,443.44
282,95,4,2024-05-01,10,305.78
283,3,4,2024-06-10,10,367.57
284,55,10,2023-11-01,9,464.69
285,37,7,2023-09-03,7,18.21
286,75,7,2023-12-28,5,459.6
287,64,4,2023-08-20,2,6.45
288,76,8,2023-12-11,10,472.33
289,30,1,2024-03-03,8,467.66
290,34,4,2023-12-19,6,339.86
291,99,6,2023-11-07,2,263.73
292,48,3,2024-06-11,10,366.39
293,66,1,2024-02-25,10,268.9
294,47,3,2023-12-07,5,6.84
295,19,7,2024-02-07,10,450.86
296,99,3,2023-08-21,2,447.98
297,11,4,2024-04-06,9,417.11
298,20,4,2024-01-13,10,225.8
299,59,7,2023-11-17,9,400.41
300,90,4,2023-12-09,5,163.28
301,94,10,2024-04-20,4,239.81
302,42,8,2024-04-11,6,134.93
303,76,7,2024-05-02,1,71.23
304,32,10,2024-02-24,8,217.74
305,91,9,2024-03-22,5,233.67
306,98,9,2023-12-23,8,199.27
307,5,1,2024-01-15,1,479.85
308,1,1,2023-07-09,5,20.51
309,25,4,2023-09-03,8,171.42
310,93,9,2023-08-14,8,79.22
311,8,10,2023-07-24,5,479.93
312,55,4,2024-04-04,1,346.65
313,88,8,2024-01-23,4,375.53
314,87,2,2023-12-11,7,251.12
315,1,7,2023-07-25,10,350.25
316,81,8,2024-04-04,1,405.18
317,36,10,2024-06-07,7,324.97
318,90,3,2024-05-07,6,109.27
319,22,7,2024-05-14,2,182.72
320,42,7,2023-11-03,4,76.75
321,21,10,2023-11-19,10,402.68
322,22,3,2023-11-07,5,74.67
323,66,10,2024-03-23,3,89.5
324,35,9,2023-12-11,4,148.84
325,61,8,2024-01-11,7,304.82
326,63,4,2024-03-20,2,256.39
327,91,5,2023-12-20,10,163.51
328,27,8,2023-09-14,4,489.2
329,24,8,2024-03-04,2,26.26
330,83,7,2024-04-16,8,413.36
331,29,10,2024-03-30,4,249.64
332,78,3,2023-11-02,10,323.83
333,95,9,2023-10-15,7,287.27
334,77,1,2024-04-08,2,442.49
335,32,3,2024-05-05,4,104.71
336,90,6,2023-10-04,3,372.81
337,36,7,2023-07-01,3,98.06
338,8,8,2024-01-31,9,152.84
339,79,4,2024-06-30,3,322.36
340,45,10,2024-01-23,1,155.78
341,11,6,2023-08-03,1,458.87
342,51,3,2023-11-09,7,53.23
343,13,5,2024-02-09,4,247.04
344,43,7,2023-10-03,5,304.42
345,13,2,2024-06-05,3,220.73
346,45,1,2024-06-29,1,393.43
347,47,5,2024-06-14,9,220.5
348,2,8,2024-01-04,2,407.48
349,80,1,2023-09-24,2,414.24
350,41,4,2024-04-29,8,457.48
351,69,8,2023-10-06,4,399.61
352,79,7,2024-03-23,9,274.52
353,21,10,2023-08-07,2,170.67
354,46,3,2024-02-26,7,354.54
355,53,10,2024-01-19,3,439.46
356,98,8,2024-02-29,10,104.09
357,100,5,2023-11-06,7,214.97
358,2,7,2024-05-12,6,290.2
359,89,7,2023-08-26,8,312.62
360,91,2,2024-03-16,4,344.95
361,97,4,2024-06-09,3,169.14
362,94,9,2023-12-31,8,461.22
363,8,2,2024-03-24,3,236.84
364,93,3,2023-11-25,7,492.94
365,49,6,2024-06-19,5,372.42
366,55,3,2023-11-27,7,476.05
367,22,7,2024-06-01,8,148.33
368,47,3,2024-01-23,6,39.85
369,14,10,2024-04-19,8,191.23
370,79,1,2024-03-28,7,374.82
371,48,4,2024-01-30,9,119.83
372,98,4,2024-01-18,7,472.77
373,34,1,2024-04-27,9,252.88
374,86,4,2023-07-01,4,61.47
375,49,9,2024-02-28,1,208.15
376,22,4,2023-09-16,6,124.75
377,78,8,2023-10-20,10,184.87
378,9,7,2023-07-13,5,468.21
379,68,6,2023-09-21,4,246.74
380,54,4,2023-11-12,8,198.14
381,66,9,2024-03-03,5,294.24
382,19,1,2024-05-19,3,75.61
383,9,1,2023-07-20,6,392.15
384,44,10,2023-08-25,2,141.49
385,61,3,2023-10-17,3,24.33
386,33,1,2023-09-29,8,261.2
387,48,5,2024-06-17,9,480.88
388,62,1,2023-08-05,10,146.2
389,27,1,2024-02-01,8,348.5
390,47,7,2024-04-12,9,52.07
391,60,8,2024-03-18,2,254.35
392,60,5,2023-11-07,8,362.67
393,43,7,2023-12-27,4,473.28
394,73,2,2023-10-25,6,187.04
395,14,5,2024-02-23,7,485.58
396,28,8,2023-07-28,5,78.15
397,2,9,2024-03-26,6,82.06
398,12,4,2023-10-10,10,442.19
399,34,4,2024-05-22,5,428.2
400,33,3,2023-08-18,4,426.83
401,28,1,2024-04-08,8,312.18
402,44,5,2023-12-22,4,427.69
403,72,2,2024-05-13,6,14.81
404,62,7,2023-09-30,8,28.81
405,43,2,2023-11-23,6,328.07
406,20,9,2023-08-27,10,98.01
407,29,3,2024-03-01,6,482.99
408,21,2,2023-08-13,4,329.81
409,43,8,2024-03-23,8,433.83
410,96,3,2024-06-13,8,457.01
411,43,10,2024-01-28,6,80.72
412,58,3,2023-10-04,10,297.69
413,99,8,2023-07-03,3,451.05
414,41,5,2024-06-02,5,76.22
415,91,1,2024-04-08,2,413.93
416,2,3,2024-01-14,10,493.46
417,78,8,2024-05-27,1,50.82
418,75,9,2024-02-28,10,363.93
419,70,1,2023-07-18,4,30.56
420,17,4,2024-02-25,1,497.42
421,13,10,2023-07-02,1,454.49
422,40,3,2023-12-11,6,157.78
423,77,9,2023-08-03,3,256.53
424,23,3,2024-05-22,3,231.64
425,99,10,2023-09-07,6,120.73
426,57,5,2024-05-08,1,64.84
427,34,7,2024-02-29,1,312.01
428,30,10,2023-11-09,7,307.02
429,75,6,2023-08-15,5,139.88
430,55,2,2023-10-08,3,450.38
431,96,8,2024-03-08,3,426.21
432,68,6,2023-10-20,3,186.17
433,48,3,2023-12-10,9,235.39
434,8,2,2024-06-11,4,191.54
435,16,10,2024-04-24,6,349.8
436,97,3,2023-10-29,2,437.67
437,94,7,2023-12-17,5,318.78
438,75,10,2023-10-21,3,202.97
439,44,1,2023-12-21,8,325.94
440,62,4,2023-11-28,2,433.08
441,1,3,2023-11-28,4,179.37
442,52,7,2023-07-02,1,219.92
443,82,7,2024-06-08,4,386.93
444,41,4,2024-01-02,8,477.93
445,55,7,2024-01-17,3,346.61
446,71,7,2024-01-13,3,416.62
447,90,8,2024-05-16,4,228.52
448,42,4,2024-02-16,4,287.33
449,96,4,2023-08-19,4,394.5
450,75,3,2023-10-21,9,61.26
451,73,1,2024-01-23,5,320.94
452,69,2,2024-01-12,10,468.03
453,60,4,2024-05-24,8,86.8
454,46,5,2024-03-06,8,333.1
455,85,1,2024-02-25,9,19.94
456,23,4,2024-03-29,8,445.43
457,57,2,2024-05-09,7,83.7
458,95,2,2023-07-26,5,108.89
459,55,8,2023-12-31,6,426.34
460,91,5,2024-01-05,7,198.6
461,67,8,2024-02-25,3,468.05
462,47,10,2024-04-25,5,159.4
463,6,4,2023-08-14,8,122.03
464,41,6,2024-03-20,2,406.19
465,30,10,2023-08-28,5,48.93
466,67,3,2024-01-29,8,124.56
467,88,8,2023-09-07,9,145.65
468,87,4,2023-11-29,1,86.85
469,26,4,2023-07-05,1,122.87
470,84,6,2024-03-09,5,92.39
471,86,8,2023-11-14,7,267.37
472,58,10,2023-12-04,7,294.88
473,80,8,2023-12-25,1,307.42
474,8,1,2024-04-03,6,47.07
475,45,1,2024-05-18,9,491.28
476,14,4,2024-04-26,9,408.43
477,39,8,2024-02-16,2,272.4
478,71,10,2023-09-26,10,255.18
479,72,6,2023-09-10,7,225.33
480,12,9,2023-08-22,2,155.96
481,97,8,2023-11-08,7,457.0
482,94,2,2024-06-09,1,200.48
483,60,9,2023-11-14,9,318.79
484,65,10,2024-05-09,10,8.89
485,79,1,2024-05-03,9,493.99
486,5,2,2023-07-09,1,150.76
487,39,5,2023-08-09,3,299.74
488,59,7,2023-08-11,4,492.89
489,89,9,2023-08-14,7,260.5
490,12,1,2023-09-12,9,244.27
491,47,8,2023-12-09,2,458.67
492,92,8,2024-04-04,10,279.18
493,16,3,2024-04-07,3,412.95
494,77,6,2023-09-17,4,371.75
495,62,7,2023-07-29,3,436.02
496,52,6,2023-08-23,9,433.43
497,73,10,2023-12-03,10,356.85
498,27,6,2024-03-02,8,412.85
499,53,9,2024-06-28,9,419.84
500,45,7,2024-03-13,6,454.93
